WorkUID	ItemUID	ImageGroupUID	Series	Subject	Title	Description	Author	AuthorDate	JointAuthor	Commentary	Commentator	Editor	Language	Script 	Scribe	Material	Size_inches	Lines	LettersPerLine	Status	Library	LibraryAddress	Owner	MSSSource	Condition 	Folios	Granthas	CopiedFrom	ObtainedFrom	Publication 	Year 	Edition 	ShelfNo	RowNo	Remarks
W.ISKS1RC10467.001	ISKS1RC10467	IG.ISKS1RC10467.001	10467	UPANISAD	Isha_to_Taittiriya_with_Visishtadvaita_Commentaries_-_HN_Apte_1910																														
W.ISKS1RC10468.001	ISKS1RC10468	IG.ISKS1RC10468.001	10468	UPANISAD	Kaivalyopanisat																														
W.ISKS1RC10469.001	ISKS1RC10469	IG.ISKS1RC10469.001	10469	UPANISAD	Kaulopanisat																														
W.ISKS1RC10470.001	ISKS1RC10470	IG.ISKS1RC10470.001	10470	UPANISAD	Mundakopanisat																														
W.ISKS1RC10471.001	ISKS1RC10471	IG.ISKS1RC10471.001	10471	UPANISAD	Prasnopanisat																														
W.ISKS1RC10472.001	ISKS1RC10472	IG.ISKS1RC10472.001	10472	UPANISAD	Purvottaratapini																														
W.ISKS1RC10473.001	ISKS1RC10473	IG.ISKS1RC10473.001	10473	UPANISAD	Sri devi atharva sirsa																														
W.ISKS1RC10474.001	ISKS1RC10474	IG.ISKS1RC10474.001	10474	UPANISAD	Sri sundari tapinyopanisat pamcika																														
W.ISKS1RC10475.001	ISKS1RC10475	IG.ISKS1RC10475.001	10475	UPANISAD	The yogopanisads																														
W.ISKS1RC10476.001	ISKS1RC10476	IG.ISKS1RC10476.001	10476	UPANISAD	Tripura purvan Or Uttaratapini upanisat with commentary																														
W.ISKS1RC10477.001	ISKS1RC10477	IG.ISKS1RC10477.001	10477	UPANISAD	Tripura uttaratapini khanda																														
W.ISKS1RC10478.001	ISKS1RC10478	IG.ISKS1RC10478.001	10478	UPANISAD	Tripuramahopanisat with commentary																														
W.ISKS1RC10479.001	ISKS1RC10479	IG.ISKS1RC10479.001	10479	UPANISAD	Tripuratapini commentary																														
W.ISKS1RC10480.001	ISKS1RC10480	IG.ISKS1RC10480.001	10480	UPANISAD	Tripuropanisad																														
W.ISKS1RC10481.001	ISKS1RC10481	IG.ISKS1RC10481.001	10481	UPANISAD	Tripurottara tapini																														
W.ISKS1RC10482.001	ISKS1RC10482	IG.ISKS1RC10482.001	10482	UPANISAD	Tripurottaratapini commentary																														
W.ISKS1RC10483.001	ISKS1RC10483	IG.ISKS1RC10483.001	10483	UPANISAD	 Vidya upanisat																														
W.ISKS1RC10484.001	ISKS1RC10484	IG.ISKS1RC10484.001	10484	UPANISAD	Vidyamnayopanisat, Uttaratapinyopanisat																														
W.ISKS1RC10485.001	ISKS1RC10485	IG.ISKS1RC10485.001	10485	UPANISAD	Yajurveda arana upanisad narayana																														
W.ISKS1RC10486.001	ISKS1RC10486	IG.ISKS1RC10486.001	10486	VEDIC	Adhana Sama. I																														
W.ISKS1RC10487.001	ISKS1RC10487	IG.ISKS1RC10487.001	10487	VEDIC	Adhana Subodhini Vyakhya																														
W.ISKS1RC10488.001	ISKS1RC10488	IG.ISKS1RC10488.001	10488	VEDIC	Adhanaprasna-Anantadevi																														
W.ISKS1RC10489.001	ISKS1RC10489	IG.ISKS1RC10489.001	10489	VEDIC	Adhvara Sama																														
W.ISKS1RC10490.001	ISKS1RC10490	IG.ISKS1RC10490.001	10490	VEDIC	Agnistoma Sama																														
W.ISKS1RC10491.001	ISKS1RC10491	IG.ISKS1RC10491.001	10491	VEDIC	Arsheyabrahmana																														
W.ISKS1RC10492.001	ISKS1RC10492	IG.ISKS1RC10492.001	10492	VEDIC	Gopatha brahmanam of atharvaveda																														
W.ISKS1RC10493.001	ISKS1RC10493	IG.ISKS1RC10493.001	10493	VEDIC	jaiminiya Upanisad Brahmana																														
W.ISKS1RC10494.001	ISKS1RC10494	IG.ISKS1RC10494.001	10494	VEDIC	kashmiiri atharva veda																														
W.ISKS1RC10495.001	ISKS1RC10495	IG.ISKS1RC10495.001	10495	VEDIC	RG VEDA SAMHITA																														
W.ISKS1RC10496.001	ISKS1RC10496	IG.ISKS1RC10496.001	10496	VEDIC	Sakala Karika																														
W.ISKS1RC10497.001	ISKS1RC10497	IG.ISKS1RC10497.001	10497	VEDIC	Sakalanukramani																														
W.ISKS1RC10498.001	ISKS1RC10498	IG.ISKS1RC10498.001	10498	VEDIC	SAMA VEDA OOHAGAANAM																														
W.ISKS1RC10499.001	ISKS1RC10499	IG.ISKS1RC10499.001	10499	VEDIC	SamaAparaPrayoga1																														
W.ISKS1RC10500.001	ISKS1RC10500	IG.ISKS1RC10500.001	10500	VEDIC	Samanya Sutra Dhurtaswamy Bhasya																														
W.ISKS1RC10501.001	ISKS1RC10501	IG.ISKS1RC10501.001	10501	VEDIC	SamaVedaSubodhini																														
W.ISKS1RC10502.001	ISKS1RC10502	IG.ISKS1RC10502.001	10502	VEDIC	SAMAVIDHANA BRAHMANAM																														
W.ISKS1RC10503.001	ISKS1RC10503	IG.ISKS1RC10503.001	10503	VEDIC	Samhita of samaveda																														
W.ISKS1RC10504.001	ISKS1RC10504	IG.ISKS1RC10504.001	10504	VEDIC	SVASTIVACANAM																														
W.ISKS1RC10505.001	ISKS1RC10505	IG.ISKS1RC10505.001	10505	VEDIC	TANDYA BRAHMANAM																														
W.ISKS1RC10506.001	ISKS1RC10506	IG.ISKS1RC10506.001	10506	VEDIC	Yajusa mantraratnakara																														
W.ISKS1RC10507.001	ISKS1RC10507	IG.ISKS1RC10507.001	10507	VEDIC	Purusa suktam																														
W.ISKS1RC10508.001	ISKS1RC10508	IG.ISKS1RC10508.001	10508	VEDIC PHONETICS	Swara Sastra_Key to correct Breathing1																														
W.ISKS1RC10509.001	ISKS1RC10509	IG.ISKS1RC10509.001	10509	VEDIC RITUALS	A dictionary of the Vedic Rituals 																														
W.ISKS1RC10510.001	ISKS1RC10510	IG.ISKS1RC10510.001	10510	VEDIC RITUALS	Apastamba PURVA PRAYOGAH																														
W.ISKS1RC10511.001	ISKS1RC10511	IG.ISKS1RC10511.001	10511	VEDIC RITUALS	ApastambaShraddhaPrayoga-GranthamScript																														
W.ISKS1RC10512.001	ISKS1RC10512	IG.ISKS1RC10512.001	10512	VEDIC RITUALS	 Apastambiyapitrmedhaprayogasarah																														
W.ISKS1RC10513.001	ISKS1RC10513	IG.ISKS1RC10513.001	10513	VEDIC RITUALS	Vidhanamala_of_Nrisimhabhatta_-_SS_Marulkar_1920																														
W.ISKS1RC10514.001	ISKS1RC10514	IG.ISKS1RC10514.001	10514	VEDIC RITUALS	Agnihotrachandrika_of_Kinjawadekar_-_Kasinathsastri_Agase_1921																														
W.ISKS1RC10515.001	ISKS1RC10515	IG.ISKS1RC10515.001	10515	VEDIC RITUALS	 Baudhayana Pitrmedha Sutra																														
W.ISKS1RC10516.001	ISKS1RC10516	IG.ISKS1RC10516.001	10516	VEDIC RITUALS	BAUDHAYANA PITRMEDHA SUTRA   DUTCH LANG																														
W.ISKS1RC10517.001	ISKS1RC10517	IG.ISKS1RC10517.001	10517	VEDIC RITUALS	Jnanesvaritila karmayoga WithMarathiTranslation																														
W.ISKS1RC10518.001	ISKS1RC10518	IG.ISKS1RC10518.001	10518	VEDIC RITUALS	 JnanesvariWithMarathiTranslation																														
W.ISKS1RC10519.001	ISKS1RC10519	IG.ISKS1RC10519.001	10519	VEDIC RITUALS	Kalpatrayam kalpamanjari																														
W.ISKS1RC10520.001	ISKS1RC10520	IG.ISKS1RC10520.001	10520	VEDIC RITUALS	Karmakanda-KramavaliBySomashambhuKss73																														
W.ISKS1RC10521.001	ISKS1RC10521	IG.ISKS1RC10521.001	10521	VEDIC RITUALS	 Mahanyasa grantha																														
W.ISKS1RC10522.001	ISKS1RC10522	IG.ISKS1RC10522.001	10522	VEDIC RITUALS	SamaNityahnikam																														
W.ISKS1RC10523.001	ISKS1RC10523	IG.ISKS1RC10523.001	10523	VEDIC RITUALS	 SANDHYAVANDANAM  rG yAJUS sAMA																														
W.ISKS1RC10524.001	ISKS1RC10524	IG.ISKS1RC10524.001	10524	VEDIC RITUALS	SRADDHAKRIYAKAUMUDI																														
W.ISKS1RC10525.001	ISKS1RC10525	IG.ISKS1RC10525.001	10525	VEDIC RITUALS	 Sri Gayatranustana Tatvaprakasika																														
W.ISKS1RC10526.001	ISKS1RC10526	IG.ISKS1RC10526.001	10526	VEDIC RITUALS	 Sri.Jnandevas.Bhvartha.Dipika-Jnaneswari_text																														
W.ISKS1RC10527.001	ISKS1RC10527	IG.ISKS1RC10527.001	10527	VEDIC STUDIES	Account of vedas with numerous extracts from rgveda																														
W.ISKS1RC10528.001	ISKS1RC10528	IG.ISKS1RC10528.001	10528	VEDIC STUDIES	Atharva veda																														
W.ISKS1RC10529.001	ISKS1RC10529	IG.ISKS1RC10529.001	10529	VEDIC STUDIES	God varuna in rgveda																														
W.ISKS1RC10530.001	ISKS1RC10530	IG.ISKS1RC10530.001	10530	VEDIC STUDIES	Gotra Pravara Nirnaya Sa Tika																														
W.ISKS1RC10531.001	ISKS1RC10531	IG.ISKS1RC10531.001	10531	VEDIC STUDIES	Mahabharata wih the Sanskrit Commentary Bhavadipa of Nilakantha parts 1 and 2																														
W.ISKS1RC10532.001	ISKS1RC10532	IG.ISKS1RC10532.001	10532	VEDIC STUDIES	Maharshi kula  vaibhavam																														
W.ISKS1RC10533.001	ISKS1RC10533	IG.ISKS1RC10533.001	10533	VEDIC STUDIES	VEDIC RELIGION 2																														
W.ISKS1RC10534.001	ISKS1RC10534	IG.ISKS1RC10534.001	10534	VEDIC STUDIES	RG VEDA AND VEDIC RELIGION																														
W.ISKS1RC10535.001	ISKS1RC10535	IG.ISKS1RC10535.001	10535	VEDIC STUDIES	Rise and growth of Vedic literature																														
W.ISKS1RC10536.001	ISKS1RC10536	IG.ISKS1RC10536.001	10536	VEDIC STUDIES	Sandhi candrika																														
W.ISKS1RC10537.001	ISKS1RC10537	IG.ISKS1RC10537.001	10537	VEDIC STUDIES	SIKSA SUTRANI WITH HINDI NOTES																														
W.ISKS1RC10538.001	ISKS1RC10538	IG.ISKS1RC10538.001	10538	VEDIC STUDIES	Vaidika sarpa vidya																														
W.ISKS1RC10539.001	ISKS1RC10539	IG.ISKS1RC10539.001	10539	VEDIC STUDIES	VEDIC CHRNOLOGY AND JYOTISA																														
W.ISKS1RC10540.001	ISKS1RC10540	IG.ISKS1RC10540.001	10540	VEDIC STUDIES	 vEDIC DELENSION OF THE TYPE OF VIKRTIS																														
W.ISKS1RC10541.001	ISKS1RC10541	IG.ISKS1RC10541.001	10541	VEDIC STUDIES	VEDIC INDEX OF NAMES AND SUBJECTS VOL 1																														
W.ISKS1RC10542.001	ISKS1RC10542	IG.ISKS1RC10542.001	10542	VEDIC STUDIES	VEDIC INDEX OF NAMES AND SUBJECTS VOL 2																														
W.ISKS1RC10543.001	ISKS1RC10543	IG.ISKS1RC10543.001	10543	VEDIC STUDIES	Vedic mythology																														
W.ISKS1RC10544.001	ISKS1RC10544	IG.ISKS1RC10544.001	10544	VEDIC STUDIES	Vedic religion																														
W.ISKS1RC10545.001	ISKS1RC10545	IG.ISKS1RC10545.001	10545	YOGA SANKHYA	 A History of The Samkhya Philosophy																														
W.ISKS1RC10546.001	ISKS1RC10546	IG.ISKS1RC10546.001	10546	YOGA SANKHYA	A History of Yoga																														
W.ISKS1RC10547.001	ISKS1RC10547	IG.ISKS1RC10547.001	10547	YOGA SANKHYA	A Study of Self Concept of Sankhya Yoga Philosophy																														
W.ISKS1RC10548.001	ISKS1RC10548	IG.ISKS1RC10548.001	10548	YOGA SANKHYA	A Yoga Miscellany																														
W.ISKS1RC10549.001	ISKS1RC10549	IG.ISKS1RC10549.001	10549	YOGA SANKHYA	Abstracts & Bibliography Of Articles On Yoga																														
W.ISKS1RC10550.001	ISKS1RC10550	IG.ISKS1RC10550.001	10550	YOGA SANKHYA	Abstracts and Biliography of Articles on Yoga																														
W.ISKS1RC10551.001	ISKS1RC10551	IG.ISKS1RC10551.001	10551	YOGA SANKHYA	Advanced Yoga Practices Vol. III																														
W.ISKS1RC10552.001	ISKS1RC10552	IG.ISKS1RC10552.001	10552	YOGA SANKHYA	An Illustrated Guide To Asanas And Pranayama																														
W.ISKS1RC10553.001	ISKS1RC10553	IG.ISKS1RC10553.001	10553	YOGA SANKHYA	An Introduction to Sankhya Pravacana Bhasya																														
W.ISKS1RC10554.001	ISKS1RC10554	IG.ISKS1RC10554.001	10554	YOGA SANKHYA	Ananta Pandta's- PatanjalaYoga Darshana																														
W.ISKS1RC10555.001	ISKS1RC10555	IG.ISKS1RC10555.001	10555	YOGA SANKHYA	Anthony Elngimittam's The Yoga Philosophy Of Patanjal																														
W.ISKS1RC10556.001	ISKS1RC10556	IG.ISKS1RC10556.001	10556	YOGA SANKHYA	Apastambiya purva prayogah																														
W.ISKS1RC10557.001	ISKS1RC10557	IG.ISKS1RC10557.001	10557	YOGA SANKHYA	Aprabuddha's The Science of Yoga																														
W.ISKS1RC10558.001	ISKS1RC10558	IG.ISKS1RC10558.001	10558	YOGA SANKHYA	Archie J Bahm's Yoga Union With The Ultimat																														
W.ISKS1RC10559.001	ISKS1RC10559	IG.ISKS1RC10559.001	10559	YOGA SANKHYA	 Brhadyogatarangini of Tirumalabhatta vol1 ayurveda 1																														
W.ISKS1RC10560.001	ISKS1RC10560	IG.ISKS1RC10560.001	10560	YOGA SANKHYA	Beauty Through Yoga																														
W.ISKS1RC10561.001	ISKS1RC10561	IG.ISKS1RC10561.001	10561	YOGA SANKHYA	Beginners Guide to Yoga																														
W.ISKS1RC10562.001	ISKS1RC10562	IG.ISKS1RC10562.001	10562	YOGA SANKHYA	Bikram's Beginning Yoga Class																														
W.ISKS1RC10563.001	ISKS1RC10563	IG.ISKS1RC10563.001	10563	YOGA SANKHYA	Charles Johnston's - The Yoga Sutras Of Patanjali (The book of the spirutual man)																														
W.ISKS1RC10564.001	ISKS1RC10564	IG.ISKS1RC10564.001	10564	YOGA SANKHYA	Christopher Chapple & Yogiraj's - The Yoga Sutras Of Patanjali (Studies in Indian Tradition																														
W.ISKS1RC10565.001	ISKS1RC10565	IG.ISKS1RC10565.001	10565	YOGA SANKHYA	Classical Samkhya																														
W.ISKS1RC10566.001	ISKS1RC10566	IG.ISKS1RC10566.001	10566	YOGA SANKHYA	Classical Samkhya- A Critical Study																														
W.ISKS1RC10567.001	ISKS1RC10567	IG.ISKS1RC10567.001	10567	YOGA SANKHYA	Complete Hatha Yoga																														
W.ISKS1RC10568.001	ISKS1RC10568	IG.ISKS1RC10568.001	10568	YOGA SANKHYA	Concept of Personality in Samkhya-Yoga and the Git																														
W.ISKS1RC10569.001	ISKS1RC10569	IG.ISKS1RC10569.001	10569	YOGA SANKHYA	Conscious and the Transcendental Sun																														
W.ISKS1RC10570.001	ISKS1RC10570	IG.ISKS1RC10570.001	10570	YOGA SANKHYA	Cyclopaedia of Yoga Vol.II																														
W.ISKS1RC10571.001	ISKS1RC10571	IG.ISKS1RC10571.001	10571	YOGA SANKHYA	Cyclopaedia Yoga  Stress And Menral Health																														
W.ISKS1RC10572.001	ISKS1RC10572	IG.ISKS1RC10572.001	10572	YOGA SANKHYA	Cyclopaedia Yoga Vol 1 ( all about asanas )																														
W.ISKS1RC10573.001	ISKS1RC10573	IG.ISKS1RC10573.001	10573	YOGA SANKHYA	Cyclopardia Yoga Vol. II ( A Systematic Study Programme of Yoga Education for the Child and the Adul																														
W.ISKS1RC10574.001	ISKS1RC10574	IG.ISKS1RC10574.001	10574	YOGA SANKHYA	Cyclopedia of Yoga Vol I																														
W.ISKS1RC10575.001	ISKS1RC10575	IG.ISKS1RC10575.001	10575	YOGA SANKHYA	PATANJALI YOGASUTRANI WITH c OF VACASPATI MISRA																														
W.ISKS1RC10576.001	ISKS1RC10576	IG.ISKS1RC10576.001	10576	YOGA SANKHYA	Sambasivasastri_yogayajnavalkyaTss_1938																														
W.ISKS1RC10577.001	ISKS1RC10577	IG.ISKS1RC10577.001	10577	YOGA SANKHYA	Sankhya Karika																														
W.ISKS1RC10578.001	ISKS1RC10578	IG.ISKS1RC10578.001	10578	YOGA SANKHYA	VasisthasYogaswamiVenkatesananda																														
W.ISKS1RC10579.001	ISKS1RC10579	IG.ISKS1RC10579.001	10579	YOGA SANKHYA	Yog Vashishtha																														
W.ISKS1RC10580.001	ISKS1RC10580	IG.ISKS1RC10580.001	10580	YOGA SANKHYA	Yog Vashishtha Part II																														
W.ISKS1RC10581.001	ISKS1RC10581	IG.ISKS1RC10581.001	10581	YOGA SANKHYA	Yoga - A Gem for Women																														
W.ISKS1RC10582.001	ISKS1RC10582	IG.ISKS1RC10582.001	10582	YOGA SANKHYA	Yoga  As the System of Physical Culture How to Defy Disease, Old Age, and Death																														
W.ISKS1RC10583.001	ISKS1RC10583	IG.ISKS1RC10583.001	10583	YOGA SANKHYA	Yoga - The Science  of Health																														
W.ISKS1RC10584.001	ISKS1RC10584	IG.ISKS1RC10584.001	10584	YOGA SANKHYA	Yoga & Health Traning Centre																														
W.ISKS1RC10585.001	ISKS1RC10585	IG.ISKS1RC10585.001	10585	YOGA SANKHYA	Yoga & Research International Conference																														
W.ISKS1RC10586.001	ISKS1RC10586	IG.ISKS1RC10586.001	10586	YOGA SANKHYA	Yoga Against Spinal Pain																														
W.ISKS1RC10587.001	ISKS1RC10587	IG.ISKS1RC10587.001	10587	YOGA SANKHYA	Yoga and Childbirth																														
W.ISKS1RC10588.001	ISKS1RC10588	IG.ISKS1RC10588.001	10588	YOGA SANKHYA	Yoga and Health																														
W.ISKS1RC10589.001	ISKS1RC10589	IG.ISKS1RC10589.001	10589	YOGA SANKHYA	Yoga and Relaxation																														
W.ISKS1RC10590.001	ISKS1RC10590	IG.ISKS1RC10590.001	10590	YOGA SANKHYA	Yoga and Tantra																														
W.ISKS1RC10591.001	ISKS1RC10591	IG.ISKS1RC10591.001	10591	YOGA SANKHYA	Yoga and Vitality																														
W.ISKS1RC10592.001	ISKS1RC10592	IG.ISKS1RC10592.001	10592	YOGA SANKHYA	Yoga and You																														
W.ISKS1RC10593.001	ISKS1RC10593	IG.ISKS1RC10593.001	10593	YOGA SANKHYA	Yoga and Your Health																														
W.ISKS1RC10594.001	ISKS1RC10594	IG.ISKS1RC10594.001	10594	YOGA SANKHYA	Yoga Asanas																														
W.ISKS1RC10595.001	ISKS1RC10595	IG.ISKS1RC10595.001	10595	YOGA SANKHYA	Yoga Asanas. Pranayaama. Mudras. Kriyas																														
W.ISKS1RC10596.001	ISKS1RC10596	IG.ISKS1RC10596.001	10596	YOGA SANKHYA	Yoga Byayam for Health																														
W.ISKS1RC10597.001	ISKS1RC10597	IG.ISKS1RC10597.001	10597	YOGA SANKHYA	Yoga Dictionary																														
W.ISKS1RC10598.001	ISKS1RC10598	IG.ISKS1RC10598.001	10598	YOGA SANKHYA	Yoga Education & Research																														
W.ISKS1RC10599.001	ISKS1RC10599	IG.ISKS1RC10599.001	10599	YOGA SANKHYA	Yoga Education For Children																														
W.ISKS1RC10600.001	ISKS1RC10600	IG.ISKS1RC10600.001	10600	YOGA SANKHYA	Yoga Explained																														
W.ISKS1RC10601.001	ISKS1RC10601	IG.ISKS1RC10601.001	10601	YOGA SANKHYA	Yoga for All																														
W.ISKS1RC10602.001	ISKS1RC10602	IG.ISKS1RC10602.001	10602	YOGA SANKHYA	Yoga For All Ages																														
W.ISKS1RC10603.001	ISKS1RC10603	IG.ISKS1RC10603.001	10603	YOGA SANKHYA	Yoga for Americans																														
W.ISKS1RC10604.001	ISKS1RC10604	IG.ISKS1RC10604.001	10604	YOGA SANKHYA	Yoga for Beauty and Health																														
W.ISKS1RC10605.001	ISKS1RC10605	IG.ISKS1RC10605.001	10605	YOGA SANKHYA	Yoga for Busy People																														
W.ISKS1RC10606.001	ISKS1RC10606	IG.ISKS1RC10606.001	10606	YOGA SANKHYA	Yoga for Common man																														
W.ISKS1RC10607.001	ISKS1RC10607	IG.ISKS1RC10607.001	10607	YOGA SANKHYA	Yoga For Everyman																														
W.ISKS1RC10608.001	ISKS1RC10608	IG.ISKS1RC10608.001	10608	YOGA SANKHYA	Yoga for Expectant Mothers and Others																														
W.ISKS1RC10609.001	ISKS1RC10609	IG.ISKS1RC10609.001	10609	YOGA SANKHYA	Yoga for Forty																														
W.ISKS1RC10610.001	ISKS1RC10610	IG.ISKS1RC10610.001	10610	YOGA SANKHYA	Yoga For Health																														
W.ISKS1RC10611.001	ISKS1RC10611	IG.ISKS1RC10611.001	10611	YOGA SANKHYA	Yoga for Health by Dr. Setti																														
W.ISKS1RC10612.001	ISKS1RC10612	IG.ISKS1RC10612.001	10612	YOGA SANKHYA	Yoga For Health Happiness & Peace																														
W.ISKS1RC10613.001	ISKS1RC10613	IG.ISKS1RC10613.001	10613	YOGA SANKHYA	Yoga for Men Only																														
W.ISKS1RC10614.001	ISKS1RC10614	IG.ISKS1RC10614.001	10614	YOGA SANKHYA	Yoga for Modern Leaving																														
W.ISKS1RC10615.001	ISKS1RC10615	IG.ISKS1RC10615.001	10615	YOGA SANKHYA	Yoga for Perfect Health																														
W.ISKS1RC10616.001	ISKS1RC10616	IG.ISKS1RC10616.001	10616	YOGA SANKHYA	Yoga for Physical Fitness																														
W.ISKS1RC10617.001	ISKS1RC10617	IG.ISKS1RC10617.001	10617	YOGA SANKHYA	Yoga Sutras& Yoga Sutras Translation																														
W.ISKS1RC10618.001	ISKS1RC10618	IG.ISKS1RC10618.001	10618	YOGA SANKHYA	yoga system of patanjali																														
W.ISKS1RC10619.001	ISKS1RC10619	IG.ISKS1RC10619.001	10619	YOGA SANKHYA	Yoga Vasistha																														
W.ISKS1RC10620.001	ISKS1RC10620	IG.ISKS1RC10620.001	10620	YOGA SANKHYA	yogasutra of Patanjali 1																														
W.ISKS1RC10621.001	ISKS1RC10621	IG.ISKS1RC10621.001	10621	YOGA SANKHYA	Yogasutra of patanjali text only																														
W.ISKS1RC10622.001	ISKS1RC10622	IG.ISKS1RC10622.001	10622	YOGA SANKHYA	Yoga-Sutras																														
W.ISKS1RC10623.001	ISKS1RC10623	IG.ISKS1RC10623.001	10623	YOGA SANKHYA	Yogasutras of patanjali  interpretive translations																														
W.ISKS1RC10624.001	ISKS1RC10624	IG.ISKS1RC10624.001	10624	GENERAL READING	A vedic concordance  bloomfield																														
W.ISKS1RC10625.001	ISKS1RC10625	IG.ISKS1RC10625.001	10625	GENERAL READING	Hindu  mythology																														
W.ISKS1RC10626.001	ISKS1RC10626	IG.ISKS1RC10626.001	10626	GENERAL READING	Nayakas of tanjore																														
W.ISKS1RC10627.001	ISKS1RC10627	IG.ISKS1RC10627.001	10627	GENERAL READING	RELIGIOUS QUEAST OF iNDIA																														
W.ISKS1RC10628.001	ISKS1RC10628	IG.ISKS1RC10628.001	10628	GENERAL READING	WISDOM OF HIDUISM 2																														
W.ISKS1RC10629.001	ISKS1RC10629	IG.ISKS1RC10629.001	10629	GENERAL READING	Wisdom of hinduism																														
W.ISKS1RC10630.001	ISKS1RC10630	IG.ISKS1RC10630.001	10630	GANITA	Rekha ganitam Geometry																														
W.ISKS1RC10631.001	ISKS1RC10631	IG.ISKS1RC10631.001	10631	GRHYA SUTRA  PRAYOGA	Andapillai Apast																														
W.ISKS1RC10632.001	ISKS1RC10632	IG.ISKS1RC10632.001	10632	GRHYA SUTRA  PRAYOGA	Andapillai Apast Grr Su																														
W.ISKS1RC10633.001	ISKS1RC10633	IG.ISKS1RC10633.001	10633	GRHYA SUTRA  PRAYOGA	Apastambiya purva prayogah																														
W.ISKS1RC10634.001	ISKS1RC10634	IG.ISKS1RC10634.001	10634	GRHYA SUTRA  PRAYOGA	 gRHYASUTRAS  VOL 1																														
W.ISKS1RC10635.001	ISKS1RC10635	IG.ISKS1RC10635.001	10635	KDHAM PTD 1	Anand Pandita's -Patanjali Yoga Darsanam																														
W.ISKS1RC10636.001	ISKS1RC10636	IG.ISKS1RC10636.001	10636	KD PTD 02	Bhagavan Das's-The Yoga-Sutras Bhashya Kosh																														
W.ISKS1RC10637.001	ISKS1RC10637	IG.ISKS1RC10637.001	10637	KD PTD 03	Bhandarkar Research Inst Vol.XVI Part I																														
W.ISKS1RC10638.001	ISKS1RC10638	IG.ISKS1RC10638.001	10638	KD PTD 04	JR Ballanitine & Govinda sastri Deva's- Yoga-Sutras Of Patanjali																														
W.ISKS1RC10639.001	ISKS1RC10639	IG.ISKS1RC10639.001	10639	KD PTD 05	Patanjaldarshanasya Yogatattvasamikshakhya Bhumika																														
W.ISKS1RC10640.001	ISKS1RC10640	IG.ISKS1RC10640.001	10640	KD PTD 06	PATANJALI'S YOGA-SUTRAS																														
W.ISKS1RC10641.001	ISKS1RC10641	IG.ISKS1RC10641.001	10641	KD PTD 07	Prajna Pathasala Mandala Part I																														
W.ISKS1RC10642.001	ISKS1RC10642	IG.ISKS1RC10642.001	10642	KD PTD 08	Prajna Pathasala Mandala Part II																														
W.ISKS1RC10643.001	ISKS1RC10643	IG.ISKS1RC10643.001	10643	KD PTD 09	Raiasthan Puratana Granthamala No.77 Part II (A)																														
W.ISKS1RC10644.001	ISKS1RC10644	IG.ISKS1RC10644.001	10644	KD PTD 10	Rajasthan Puratana Granthamala No. 71 Part I																														
W.ISKS1RC10645.001	ISKS1RC10645	IG.ISKS1RC10645.001	10645	KD PTD 11	Rajasthan Puratana Granthamala No.82 Part II(C)																														
W.ISKS1RC10646.001	ISKS1RC10646	IG.ISKS1RC10646.001	10646	KD PTD 12	Rajasthan Puratana Granthamala NO.85 Part III (A)																														
W.ISKS1RC10647.001	ISKS1RC10647	IG.ISKS1RC10647.001	10647	KD PTD 13	Rajasthan Puratana Granthamala NO.125																														
W.ISKS1RC10648.001	ISKS1RC10648	IG.ISKS1RC10648.001	10648	KD PTD 14	Rajasthan Puratana Granthamala No.127																														
W.ISKS1RC10649.001	ISKS1RC10649	IG.ISKS1RC10649.001	10649	KD PTD 15	Rajasthan Puratana Granthamala No.132																														
W.ISKS1RC10650.001	ISKS1RC10650	IG.ISKS1RC10650.001	10650	KD PTD 16	Rajasthan Puratana Granthmala No.81 Part II (B)																														
W.ISKS1RC10651.001	ISKS1RC10651	IG.ISKS1RC10651.001	10651	KD PTD 17	Rajasthan Puratana Granthmala No.91																														
W.ISKS1RC10652.001	ISKS1RC10652	IG.ISKS1RC10652.001	10652	KD PTD 18	Rajasthan Puratana Granthmala No.130																														
W.ISKS1RC10653.001	ISKS1RC10653	IG.ISKS1RC10653.001	10653	KD PTD 19	Rajasthan Puratana Granthmalan No.126																														
W.ISKS1RC10654.001	ISKS1RC10654	IG.ISKS1RC10654.001	10654	KD PTD 20	Rajathan Puratana Granthamala NO.131																														
W.ISKS1RC10655.001	ISKS1RC10655	IG.ISKS1RC10655.001	10655	KD PTD 21	The Adyar Research Centre Vol 8																														
W.ISKS1RC10656.001	ISKS1RC10656	IG.ISKS1RC10656.001	10656	KD PTD 22	The Adyar Research Centre Vol.9																														
W.ISKS1RC10657.001	ISKS1RC10657	IG.ISKS1RC10657.001	10657	KD PTD 23	The Adyar Research Centre Volume 10																														
W.ISKS1RC10658.001	ISKS1RC10658	IG.ISKS1RC10658.001	10658	KD PTD 24	The Adyar Research Inst Part II																														
W.ISKS1RC10659.001	ISKS1RC10659	IG.ISKS1RC10659.001	10659	KD PTD 25	The Akhila Bharatiya Lucknow Part I																														
W.ISKS1RC10660.001	ISKS1RC10660	IG.ISKS1RC10660.001	10660	KD PTD 26	VG Apte's- Patanjali yogasutrasni																														
W.ISKS1RC10661.001	ISKS1RC10661	IG.ISKS1RC10661.001	10661	KD PTD 27	Vrindaban Research Institute Part  (III)																														
