WorkUID	ItemUID	ImageGroupUID	Series	Subject	Title	Description	Author	AuthorDate	JointAuthor	Commentary	Commentator	Editor	Language	Script	Scribe	Material	Size_inches	Lines	LettersPerLine	Status	Library	LibraryAddress	Owner	MSSSource	Condition	Folios	Granthas	CopiedFrom	ObtainedFrom	Publication	Year	Edition	ShelfNo	RowNo	Remarks
W.ISKS1RC2277.001	ISKS1RC2277	IG.ISKS1RC2277.001	2277	AYURVEDA	Dharakalpa		Sri Bhojaraja						Sanskrit/English	Devanagari/Roman		Paper	8.27X11.69			C					Good	8									
W.ISKS1RC2278.001	ISKS1RC2278	IG.ISKS1RC2278.001	2278	AYURVEDA	Agastya Vidya works 1{agastya rana nool on medicine}								Sanskrit	Tamil		Paper	5.2X16.43			C					Good	40				"The Oriental Institute Siddha, adras-10"	1975	First			
W.ISKS1RC2279.001	ISKS1RC2279	IG.ISKS1RC2279.001	2279	AYURVEDA	Agastya vaidya sastra		Vaidyanath Pandit D.Gopalacharia.	1917					Sanskrit	Telugu		Paper	9X13.59			C					Good	114				"The Ayurvedasrama , Madras."	1917	First			
W.ISKS1RC2280.001	ISKS1RC2280	IG.ISKS1RC2280.001	2280	AYURVEDA	Agastya Vaidya Medicine		Vaidyanath Pandit D.Gopalacharia.	1917					Sanskrit	Telugu		Paper	5.51X6.92			C					Good	118				"The Ayurvedasrama , Madras."	1918	First			
W.ISKS1RC2281.001	ISKS1RC2281	IG.ISKS1RC2281.001	2281	AYURVEDA	Madhavanidanam with sudhalahari		Sri Madhavakara	1943		Pandit Sri Brahma Sankara Sastri	Sudhalahari	Pandit sri Umesananda Sarma	Sanskrit	Devanagari		Paper	4.38X6.68			C					Good	325				The Chowkhamba Sanskrit Serice Office.	1943	First			
W.ISKS1RC2282.001	ISKS1RC2282	IG.ISKS1RC2282.001	2282	AYURVEDA	Interpretation of ancient Hindu medecine		Chandra Chakraberty	1923					English	Roman/Devanagari		Paper	4X6.61			C					Good	654				Ramachandra Charaberty	1923	First			
W.ISKS1RC2283.001	ISKS1RC2283	IG.ISKS1RC2283.001	2283	AYURVEDA	Review of history of medicine Vol.		Thomas A. Wise						English	Roman		Paper	4.58X8			C					Good	518				"The Adam Black & Co.,"		First			
W.ISKS1RC2284.001	ISKS1RC2284	IG.ISKS1RC2284.001	2284	AYURVEDA	Ayurveda			1980					Sanskrit	Telugu		Paper	5X7.15			C					Good	223				"Shree Baidyanath Ayurved Bhawan Ltd., Culcatta"	1980	First			
W.ISKS1RC2285.001	ISKS1RC2285	IG.ISKS1RC2285.001	2285	AYURVEDA	Ayurveda input --- Bhava prakasa																														
W.ISKS1RC2286.001	ISKS1RC2286	IG.ISKS1RC2286.001	2286	AYURVEDA	Bhela samhita																														
W.ISKS1RC2287.001	ISKS1RC2287	IG.ISKS1RC2287.001	2287	AYURVEDA	Harita smhita																														
W.ISKS1RC2288.001	ISKS1RC2288	IG.ISKS1RC2288.001	2288	AYURVEDA	Input																														
W.ISKS1RC2289.001	ISKS1RC2289	IG.ISKS1RC2289.001	2289	AYURVEDA	Input 2																														
W.ISKS1RC2290.001	ISKS1RC2290	IG.ISKS1RC2290.001	2290	AYURVEDA	Madhavanidanam																														
W.ISKS1RC2291.001	ISKS1RC2291	IG.ISKS1RC2291.001	2291	AYURVEDA	Sarangadara samhita																														
W.ISKS1RC2292.001	ISKS1RC2292	IG.ISKS1RC2292.001	2292	AYURVEDA	Sri Kasyapasamhita																														
W.ISKS1RC2293.001	ISKS1RC2293	IG.ISKS1RC2293.001	2293	AYURVEDA	Susruta																														
W.ISKS1RC2294.001	ISKS1RC2294	IG.ISKS1RC2294.001	2294	AYURVEDA	Vagabhatta samhitha																														
W.ISKS1RC2295.001	ISKS1RC2295	IG.ISKS1RC2295.001	2295	AYURVEDA	Ayurveda khand			1991					Sanskrit	Devanagari		Paper	9.52X12.73			C					Good	6					1991	First			
W.ISKS1RC2296.001	ISKS1RC2296	IG.ISKS1RC2296.001	2296	AYURVEDA	Ayurveda Notes								Sanskrit	Devanagari		Paper	7.977X10.33			C					Good	165						First			
W.ISKS1RC2297.001	ISKS1RC2297	IG.ISKS1RC2297.001	2297	AYURVEDA	Ayurveda yoga muktavali telugu			1948					Sanskrit	Devanagari		Paper	11X15			C					Good	300				"The Addepally & co., Educational Publishers"	1948	First			
W.ISKS1RC2298.001	ISKS1RC2298	IG.ISKS1RC2298.001	2298	AYURVEDA	Ayurveda Yoga sindhu Telugu			1974					Sanskrit	Devanagari		Paper	5.7.15			C					Good	167					1974	First			
W.ISKS1RC2299.001	ISKS1RC2299	IG.ISKS1RC2299.001	2299	AYURVEDA	Ayurveda Yogasinghu Telugu			1974					Sanskrit	Devanagari		Paper	5X7.16			C					Good	152					1974	First			
